"","Date","concentrations.Cl","Flow"
"187",2013-05-10,1.863,2620
"188",2013-05-21,2.653,4740
"189",2013-05-21,1.931,4740
"190",2013-05-30,2.3025,546
"191",2013-06-06,1.9465,762
"192",2013-06-12,2.228,222
"193",2013-06-25,2.503,34
"194",2013-07-08,3.287,5.2
"195",2013-07-19,5.385,4.7
"196",2013-07-31,3.557,19
"197",2013-08-07,3.111,14
"198",2013-08-08,2.614,384
"199",2013-08-13,1.659,1690
"200",2013-08-20,1.926,141
"201",2013-08-28,2.229,8.7
"202",2013-09-04,2.447,2.2
"203",2013-09-11,2.256,0.01
"204",2013-09-18,2.601,0.04
"205",2013-09-20,2.895,156
"206",2013-10-02,5.626,0.61
"207",2013-10-05,2.702,367
"208",2013-10-24,3.221,54
"209",2013-10-30,5.042,38
"210",2013-11-06,2.502,677
"211",2013-11-13,2.343,170
"212",2013-11-22,5.069,410
"213",2013-12-02,3.499,87
"214",2013-12-12,13.156,99
"215",2013-12-18,5.38,629
"216",2013-12-21,3.598,5300
"217",2014-01-09,10.157,374
"218",2014-01-10,9.307,1050
"219",2014-01-22,3.454,290
"220",2014-01-28,3.4855,162
"221",2014-02-06,17.442,140
"222",2014-02-12,7.386,108
"223",2014-02-21,5.249,155
"224",2014-02-25,4.898,129
"225",2014-03-07,9.898,630
"226",2014-03-11,6.598,415
"227",2014-03-16,3.435,9150
"228",2014-03-27,3.6205,489
"229",2014-04-03,3.509,793
"230",2014-04-04,2.537,3180
"231",2014-04-07,2.438,3820
"232",2014-04-14,3.768,1400
"233",2014-04-22,3.217,521
"234",2014-04-28,3.166,442
"235",2014-05-09,2.89,644
"236",2014-05-13,3.223,1740
"237",2014-05-20,2.579,539
"238",2014-05-28,2.722,193
"239",2014-06-02,2.752,193
"240",2014-06-10,3.553,296
"241",2014-07-01,2.648,117
"242",2014-07-09,3.096,32
"243",2014-07-23,3.012,38
"244",2014-07-29,3.842,12
"245",2014-08-05,4,15
"246",2014-08-12,1.505,303
"247",2014-08-19,2.677,49
"248",2014-08-27,2.961,13
"249",2014-09-02,5.715,274
"250",2014-09-10,4.838,21
"251",2014-09-17,4.598,51
"252",2014-09-18,6.599,192
"253",2014-09-24,4.985,29
"254",2014-10-01,5.267,20
"255",2014-10-03,5.889,65
"256",2014-10-08,5.729,19
"257",2014-10-10,2.867,909
"258",2014-10-13,2.496,5050
"259",2014-10-22,3.002,255
"260",2014-10-29,3.53,96
"261",2014-11-04,4.774,292
"262",2014-11-12,0.384,176
"263",2014-11-19,3.7805,62
"264",2014-12-05,3.392,181
"265",2014-12-10,3.481,290
"266",2014-12-17,3.389,551
"267",2015-01-04,2.477,1720
"268",2015-01-07,2.634,687
"269",2015-01-14,3.1295,276
"270",2015-01-21,3.295,146
"271",2015-01-28,3.445,85
"272",2015-02-04,3.878,128
"273",2015-02-11,4.082,87
"274",2015-02-25,4.9525,298
"275",2015-03-05,4.738,1910
"276",2015-03-10,5.339,2080
"277",2015-03-14,2.688,6960
"278",2015-03-19,3.019,1410
"279",2015-03-26,3.378,3560
"280",2015-04-01,2.948,699
"281",2015-04-13,3.58,385
"282",2015-04-22,2.902,578
"283",2015-04-24,3.604,583
"284",2015-04-29,3,274
"285",2015-05-08,3.85,857
"286",2015-05-11,1.201,13300
"287",2015-06-19,1.13,13000
