Date,NO3,TN,SRP,TP,TSS,Cl,SO4
2013-02-21,1.68,1.81,0.009,0.03,6.2,16.299,19.626
2013-02-26,2.018,2.18,0.003,0.014,2.4,13.859,19.863
2013-02-28,2.091,2.03,0.002,0.004,0.5,13.487,19.799
2013-03-07,1.673,2,0.004,0.006,0.9,15.23,19.798
2013-03-11,2.491,2.8,0.054,0.088,3.7,9.409,18.977
2013-03-20,2.54,2.54,0.006,0.022,0.7,12.42,19.016
2013-03-28,2.307,2.32,0.004,0.012,0.5,12.05,18.401
2013-04-04,2.434,2.63,0.037,0.058,0.8,8.855,17.429
2013-04-10,1.443,2.86,0.039,0.394,142.3,5.394,8.985
2013-04-18,0.48,2.49,0.176,0.954,433.9,1.86,3.69
2013-04-18,0.483,2.21,0.385,0.784,158.1,1.813,3.626
2013-04-18,0.667,2.38,0.529,0.788,63.9,2.238,4.635
2013-04-25,3.019,3.26,0.032,0.038,0.3,8.568,13.185
2013-04-29,2.375,2.7,0.077,0.096,0.8,7.096,12.611
2013-05-09,2.394,2.61,0.017,0.044,4.4,8.74,13.09
2013-05-10,0.674,1.95,0.573,0.736,16.6,2.275,5.128
2013-05-21,1.691,2.34,0.077,0.132,12.2,6.464,9.384
2013-05-31,0.788,2.01,0.398,0.56,18.2,2.907,5.155
2013-06-07,2.181,2.49,0.0505,0.082,1.4,8.17,11.1765
2013-06-13,2.499,2.83,0.043,0.086,2.9,8.737,9.541
2013-06-26,2.339,2.56,0.035,0.06,2.3,10.281,8.966
2013-07-10,2.185,2.34,0.034,0.048,2.5,12.447,9.181
2013-07-17,1.985,2.24,0.027,0.048,1.7,10.778,10.949
2013-08-01,1.884,2.3,0.109,0.148,1.9,7.504,10.573
2013-08-08,0.58,1.98,0.527,0.746,85.7,1.736,3.555
2013-08-15,1.969,2.5,0.109,0.148,0.9,6.954,10.466
2013-08-21,2.386,2.79,0.0655,0.077,1.8,8.0685,10.4335
2013-08-29,2.535,2.78,0.041,0.054,1.1,9.099,8.91
2013-09-05,2.723,2.82,0.039,0.056,0.3,9.908,9.301
2013-09-12,2.41,2.76,0.036,0.05,1.2,11.045,9.28
2013-09-19,2.5075,2.5,0.0405,0.056,0.75,11.616,9.6875
2013-09-25,2.263,2.27,0.059,0.114,0.8,10.933,11.547
2013-10-03,2.034,2.09,0.052,0.066,0.9,10.643,11.178
2013-10-21,2.179,2.18,0.031,0.04,0.8,11.318,11.795
2013-10-30,0.987,1.46,0.079,0.228,61.9,3.509,4.878
2013-11-07,1.462,1.62,0.051,0.06,0.9,7.436,14.356
2013-11-14,2.303,2.26,0.033,0.032,1.3,10.138,13.736
2013-12-03,2.446,2.43,0.022,0.028,4.3,11.726,13.428
2013-12-13,2.618,2.59,0.016,0.028,0.5,19.13,15.416
2013-12-20,2.678,2.74,0.045,0.068,2.7,15.836,15.278
2014-01-07,3.087,3.13,0.041,0.05,0.7,12.608,13.016
2014-01-10,1.223,1.94,0.087,0.238,51.2,23.852,8.903
2014-01-23,2.938,3.02,0.025,0.032,1,13.502,12.543
2014-01-29,3.072,3.075,0.012,0.029,1.2,13.5715,12.636
2014-02-07,2.931,3.01,0.012,0.018,0,23.767,12.534
2014-02-13,2.781,2.82,0.012,0.034,1.3,17.88,13.416
2014-02-20,2.175,2.34,0.008,0.016,1.2,16.632,13.279
2014-02-25,2.302,2.41,0.006,0.014,0.7,16.52,12.816
2014-03-06,2.489,2.46,0.005,0.016,0.9,21.589,14.322
2014-03-13,1.963,2.12,0.007,0.038,0.7,27.543,14.979
2014-03-16,0.941,1.94,0.132,0.312,50.9,15.341,8.088
2014-03-28,2.51,2.77,0.026,0.046,1.2,14.101,13.234
2014-04-03,2.467,2.65,0.022,0.04,1,16.041,12.33
2014-04-08,1.799,1.99,0.019,0.036,0.5,14.535,12.634
2014-04-15,2.211,2.405,0.016,0.027,0.6,15.093,13.8515
2014-04-24,1.796,2.14,0.014,0.036,1.2,14.681,12.429
2014-04-29,1.831,2.17,0.031,0.046,0.9,15.483,11.933
2014-05-08,1.525,2.21,0.055,0.132,6.7,11.864,8.718
2014-05-13,1.427,1.79,0.066,0.1,3.2,11.881,9.632
2014-05-15,1.584,1.93,0.059,0.08,1.1,13.848,11.959
2014-05-21,1.577,2.05,0.058,0.084,2.1,16.907,12.193
2014-05-29,1.5505,1.965,0.0745,0.099,2.6,16.3305,11.1405
2014-06-03,1.154,1.75,0.071,0.128,6.2,10.027,9.282
2014-06-16,1.356,1.84,0.079,0.108,3,9.763,12.341
2014-06-19,1.987,2.1,0.062,0.08,1.3,13.395,12.833
2014-07-02,2.14,2.38,0.069,0.082,1.7,10.831,10.926
2014-07-07,2.28,2.67,0.066,0.08,2.3,11.879,10.431
2014-07-22,2.175,2.54,0.051,0.076,1.1,13.11,10.154
2014-07-31,1.118,1.35,0.078,0.106,2,7.422,8.709
2014-08-06,1.657,1.85,0.049,0.066,1.9,13.593,11.085
2014-08-13,1.846,2.16,0.066,0.098,1.1,11.856,11.697
2014-08-21,1.76,2.28,0.056,0.06,0.4,12.157,10.527
2014-08-28,1.542,1.77,0.052,0.06,1.3,13.468,11.035
2014-09-02,0.762,1.24,0.111,0.178,5.7,5.263,6.801
2014-09-11,1.586,1.87,0.053,0.068,1.3,13.394,11.63
2014-09-18,1.399,1.69,0.05,0.08,1.7,10.076,9.03
2014-09-24,1.526,1.78,0.04,0.054,1.35,15.38,12.0205
2014-10-01,1.684,1.92,0.042,0.062,1.3,14.798,11.435
2014-10-09,1.631,1.88,0.044,0.06,1.1,14.877,11.538
2014-10-10,0.499,1.51,0.271,0.544,108.4,1.983,3.856
2014-10-13,0.427,3.18,0.209,0.712,26.9,2.391,4.47
2014-10-23,2.446,2.57,0.0505,0.077,0.55,9.7855,11.2035
2014-10-29,2.176,2.35,0.043,0.06,1,10.852,10.71
2014-11-04,1.71,2.055,0.0745,0.102,2.55,9.0565,10.138
2014-11-13,2.168,2.45,0.029,0.046,1.7,12.461,12.399
2014-11-19,2.679,2.83,0.021,0.05,1.3,12.606,12.737
2014-12-03,2.355,2.39,0.028,0.04,0.6,13.621,13.306
2014-12-11,2.363,2.25,0.028,0.042,0.7,13.542,15.079
2014-12-17,2.023,4.66,0.073,0.122,0.9,10.288,14.55
2015-01-08,2.498,2.53,0.042,0.062,0.7,10.522,14.587
2015-01-15,2.709,2.8,0.021,0.032,0.5,12.367,13.778
2015-01-21,2.68,2.73,0.014,0.03,0.3,12.108,12.778
2015-01-29,2.742,2.81,0.01,0.02,0.7,12.269,12.023
2015-02-04,2.328,2.26,0.008,0.014,1.6,13.07,14.174
2015-02-11,2.3272,2.43,0.006,0.03,0.7,13.167,13.392
2015-02-18,2.429,2.54,0.005,0.016,0.6,27.572,13.002
2015-02-25,2.213,2.335,0.0115,0.034,2.75,18.3425,14.8945
2015-03-06,1.874,2.04,0.006,0.034,1.1,52.391,15.742
2015-03-11,1.605,1.89,0.007,0.04,1.9,37.891,15.36
2015-03-14,0.872,2.45,0.335,0.544,29.3,11.244,7.755
2015-03-19,2.099,2.34,0.044,0.082,1.1,15.003,12.903
2015-03-26,0.702,2.36,0.27,0.542,47.3,7.883,6.291
2015-04-01,2.313,2.34,0.032,0.07,1.7,13.217,12.676
2015-04-14,2.513,2.61,0.033,0.054,0.5,12.48,10.474
2015-04-22,1.982,2.38,0.049,0.082,2.5,9.403,20.692
2015-04-29,2.107,2.31,0.003,0.05,1.5,12.443,11.672
2015-05-08,0.99,1.48,0.067,0.12,6,8.542,7.131
2015-05-24,0.421,1.5,0.3925,0.592,38.8,2.4015,3.297
2015-06-01,1.678,2.11,0.111,1.68,3.5,6.986,9.749
2015-06-19,0.546,1.62,0.479,0.632,16.6,3.237,3.993
