"","Date","concentrations.SO4","Flow"
"83",2013-06-06,5.335,514
"84",2013-06-12,6.204,192
"85",2013-06-25,8.413,59
"86",2013-07-08,11.611,24
"87",2013-07-19,11.7015,15
"88",2013-07-31,10.426,76
"89",2013-08-07,8.471,195
"90",2013-08-09,4.943,2570
"91",2013-08-14,5.119,2250
"92",2013-08-20,6.194,287
"93",2013-08-28,8.236,91
"94",2013-09-04,9.335,53
"95",2013-09-11,11.767,35
"96",2013-09-18,17.969,39
"97",2013-09-23,12.913,42
"98",2013-10-02,17.302,31
"99",2013-10-06,8.909,602
"100",2013-10-24,9.826,61
"101",2013-10-30,11.009,60
"102",2013-11-06,10.385,110
"103",2013-11-13,9.122,131
"104",2013-11-22,7.7115,709
"105",2013-12-02,8.644,147
"106",2013-12-12,10.632,136
"107",2013-12-18,8.161,902
"108",2014-01-09,7.967,400
"109",2014-01-12,6.146,2080
"110",2014-01-22,7.465,365
"111",2014-01-28,8.063,233
"112",2014-02-06,9.003,173
"113",2014-02-12,10.726,142
"114",2014-02-21,9.09,187
"115",2014-02-25,9.395,156
"116",2014-03-07,9.9115,241
"117",2014-03-11,7.247,842
"118",2014-03-17,4.721,7440
"119",2014-03-27,6.9,556
"120",2014-04-03,6.642,727
"121",2014-04-07,5.454,3330
"122",2014-04-14,6.276,972
"123",2014-04-22,6.222,476
"124",2014-04-28,6.632,376
"125",2014-05-13,7.857,326
"126",2014-05-14,6.212,649
"127",2014-05-20,5.741,428
"128",2014-05-28,6.325,176
"129",2014-06-02,7.42,308
"130",2014-06-10,5.445,1150
"131",2014-06-20,7.19,143
"132",2014-07-01,6.763,256
"133",2014-07-09,8.041,85
"134",2014-07-23,9.003,62
"135",2014-07-29,12.083,41
"136",2014-08-05,10.872,48
"137",2014-08-12,13.094,38
"138",2014-08-19,10.489,32
"139",2014-08-27,8.318,26
"140",2014-09-04,21.042,41
"141",2014-09-10,11.6,23
"142",2014-09-17,16.72,37
"143",2014-09-24,13.514,26
"144",2014-10-01,17.584,18
"145",2014-10-08,13.722,28
"146",2014-10-10,8.1405,636
"147",2014-10-13,6.668,1520
"148",2014-10-14,4.806,3110
"149",2014-10-22,8.174,173
"150",2014-10-29,9.386,79
"151",2014-11-06,10.056,161
"152",2014-11-12,9.547,134
"153",2014-11-19,9.677,82
"154",2014-12-05,9.6245,104
"155",2014-12-10,9.133,227
"156",2014-12-17,9.021,509
"157",2015-01-05,5.353,1690
"158",2015-01-07,6.724,764
"159",2015-01-14,7.273,308
"160",2015-01-21,7.971,195
"161",2015-01-28,8.893,140
"162",2015-02-04,9.333,138
"163",2015-02-11,9.184,108
"164",2015-02-18,8.736,96
"165",2015-02-25,8.381,486
"166",2015-03-05,7.228,2140
"167",2015-03-11,6.081,2280
"168",2015-03-14,4.818,5720
"169",2015-03-19,6.148,1950
"170",2015-03-26,5.297,7260
"171",2015-04-01,6.3455,1170
"172",2015-04-15,6.525,591
"173",2015-04-22,5.578,687
"174",2015-04-29,6.21,397
"175",2015-05-12,3.5215,6680
"176",2015-05-18,3.558,4080
"177",2015-06-01,4.58,2400
"178",2015-06-20,9.763,6920
