Date,NO3,TN,SRP,TP,TSS,Cl,SO4
2014-08-05,0.132,0.24,0.007,0.03,4.3,9.514,10.872
2014-08-12,0.117,0.17,0.009,0.03,3.3,12.052,13.094
2014-08-19,0.072,0.26,0.009,0.03,2.1,10.896,10.489
2014-08-27,0.126,0.2,0.008,0.022,4.6,9.135,8.318
2014-09-04,0.191,0.42,0.012,0.026,4.3,20.892,21.042
2014-09-10,0.139,0.32,0.009,0.028,5.1,10.998,11.6
2014-09-17,0.069,0.23,0.008,0.024,4.1,15.691,16.72
2014-09-24,0.0755,0.19,0.006,0.024,3.65,12.1485,13.514
2014-10-01,0.061,0.24,0.007,0.03,3.4,16.287,17.584
2014-10-08,0.053,0.22,0.008,0.03,2.8,11.741,13.722
2014-10-10,0.841,1.42,0.1025,0.184,25.7,6.396,8.1405
2014-10-13,0.995,1.23,0.05,0.1,14.9,4.061,6.668
2014-10-14,0.78,1.23,0.018,0.138,38.7,2.933,4.806
2014-10-22,0.657,0.79,0.008,0.024,1.3,5.679,8.174
2014-10-29,0.375,0.55,0.008,0.022,1.1,7.628,9.386
2014-11-06,0.457,0.62,0.01,0.016,0.7,8.691,10.056
2014-11-12,0.341,0.5,0.006,0.018,0,6.788,9.547
2014-11-19,0.32,0.45,0.011,0.016,0.5,6.942,9.677
2014-12-05,0.3465,0.475,0.0055,0.016,1.05,7.779,9.6245
2014-12-10,0.577,0.72,0.007,0.016,0.8,6.169,9.133
2014-12-17,0.69,0.74,0.006,0.02,2.9,5.28,9.021
2015-01-05,0.855,1.3,0.022,0.148,57.8,3.027,5.353
2015-01-07,1.317,1.35,0.007,0.024,1.7,4.069,6.724
2015-01-14,1.343,1.36,0.007,0.024,0.9,5.345,7.273
2015-01-21,1.023,1.11,0.003,0.014,0.1,5.32,7.971
2015-01-28,0.894,0.92,0.005,0.008,1.1,5.775,8.893
2015-02-04,0.819,0.88,0.002,0,0.1,6.494,9.333
2015-02-11,0.824,0.91,0.005,0.008,1.2,6.393,9.184
2015-02-18,0.716,0.94,0.001,0.017,0.4,5.9795,8.736
2015-02-25,1.03,1.12,0.007,0.02,1.4,5.253,8.381
2015-03-05,0.781,1.12,0.004,0.088,40.7,4.337,7.228
2015-03-11,0.922,1.07,0.005,0.042,6.7,3.982,6.081
2015-03-14,0.856,1.74,0.023,0.348,232.3,3.171,4.818
2015-03-19,1.324,1.42,0.013,0.04,6.5,4.207,6.148
2015-03-26,1.094,1.77,0.072,0.292,121.2,2.888,5.297
2015-04-01,1.331,1.385,0.0115,0.049,4.4,3.9675,6.3455
2015-04-15,0.827,0.95,0.008,0.024,4.9,4.248,6.525
2015-04-22,0.392,0.49,0.006,0.028,2.5,3.195,5.578
2015-04-29,0.493,0.59,0.001,0.012,2.1,3.907,6.21
2015-05-12,0.56,1.01,0.0175,0.226,109.1,1.8135,3.5215
2015-05-18,0.516,0.97,0.024,0.168,58.8,1.957,3.558
2015-06-01,0.969,1.08,0.019,0.046,6.7,2.675,4.58
2015-06-20,0.426,0.96,0.044,0.31,190.5,2.038,9.763
