"","Date","concentrations.Cl","Flow"
"181",2013-05-29,9.125,732
"182",2013-06-07,9.941,724
"183",2013-06-26,15.032,267
"184",2013-07-10,17.849,187
"185",2013-07-17,19.908,198
"186",2013-08-01,7.918,802
"187",2013-08-08,13.441,2410
"188",2013-08-21,12.519,375
"189",2013-08-29,15.794,248
"190",2013-09-05,17.667,202
"191",2013-09-12,19.535,175
"192",2013-09-19,20.842,166
"193",2013-09-20,20.341,543
"194",2013-10-03,17.725,219
"195",2013-10-06,10.243,1780
"196",2013-10-21,19.033,262
"197",2013-10-30,19.098,237
"198",2013-11-07,16.444,605
"199",2013-11-14,16.297,293
"200",2013-11-21,17.595,252
"201",2013-12-03,17.277,236
"202",2013-12-13,18.868,256
"203",2013-12-20,16.15,588
"204",2013-12-21,11.367,2570
"205",2014-01-08,14.522,407
"206",2014-01-11,17.2525,2290
"207",2014-01-23,14.513,438
"208",2014-01-29,15.193,348
"209",2014-02-07,17.28,322
"210",2014-02-13,20.48,309
"211",2014-02-20,19.223,301
"212",2014-02-26,18.74,259
"213",2014-03-06,18.122,303
"214",2014-03-13,20.668,426
"215",2014-03-17,9.154,5500
"216",2014-03-28,13.823,600
"217",2014-03-29,13.588,1260
"218",2014-04-03,12.513,636
"219",2014-04-04,11.168,1320
"220",2014-04-08,10.105,1420
"221",2014-04-15,12.46,671
"222",2014-04-24,14.866,402
"223",2014-04-29,16.314,379
"224",2014-05-09,18.463,979
"225",2014-05-13,13.533,1330
"226",2014-05-15,11.459,1040
"227",2014-05-21,13.593,400
"228",2014-05-29,16.058,306
"229",2014-06-03,17.116,513
"230",2014-06-16,16.031,435
"231",2014-07-02,14.557,290
"232",2014-07-07,17.636,200
"233",2014-07-22,21.421,154
"234",2014-07-31,20.703,235
"235",2014-08-06,20.701,154
"236",2014-08-13,17.913,213
"237",2014-08-21,20.91,160
"238",2014-08-28,23.243,128
"239",2014-09-03,22.553,594
"240",2014-09-11,19.414,167
"241",2014-09-18,21.624,290
"242",2014-09-24,20.494,175
"243",2014-10-01,22.6205,142
"244",2014-10-09,23.413,149
"245",2014-10-11,8.962,2630
"246",2014-10-13,6.334,2450
"247",2014-10-23,14.098,329
"248",2014-10-29,16.08,244
"249",2014-11-06,16.898,446
"250",2014-11-13,16.975,214
"251",2014-11-19,18.795,184
"252",2014-12-03,17.795,214
"253",2014-12-11,17.402,309
"254",2014-12-17,13.5455,648
"255",2015-01-05,14.474,786
"256",2015-01-08,13.726,515
"257",2015-01-15,16.176,354
"258",2015-01-21,17.084,301
"259",2015-01-29,18.055,263
"260",2015-02-04,18.112,302
"261",2015-02-11,19.038,255
"262",2015-02-18,19.747,259
"263",2015-02-25,19.672,437
"264",2015-03-05,21.048,863
"265",2015-03-11,17.4065,1260
"266",2015-03-14,10.501,3700
"267",2015-03-19,12.671,1450
"268",2015-03-26,13.259,2290
"269",2015-04-01,12.836,775
"270",2015-04-14,14.281,566
"271",2015-04-22,13.207,567
"272",2015-04-29,15.193,382
"273",2015-05-08,10.531,1590
"274",2015-05-11,4.708,5880
"275",2015-05-17,6.942,2260
"276",2015-05-24,3.718,8140
"277",2015-06-01,6.813,2200
"278",2015-06-20,3.452,6640
