"","Date","concentrations.NO3","Flow"
"139",2012-06-13,1.743,162
"140",2012-06-20,1.575,140
"141",2012-06-28,1.308,122
"142",2012-07-11,1.017,108
"143",2012-07-18,0.905,94
"144",2012-07-25,0.701,76
"145",2012-08-01,0.695,77
"146",2012-08-16,0.758,98
"147",2012-08-21,1.026,104
"148",2012-08-27,1.128,285
"149",2012-09-04,1.499,140
"150",2012-09-06,1.385,128
"151",2012-09-11,1.288,162
"152",2012-09-25,1.644,134
"153",2012-10-02,1.707,128
"154",2012-10-09,1.862,129
"155",2012-10-13,1.864,499
"156",2012-10-16,1.654,327
"157",2012-10-23,1.825,161
"158",2012-11-01,1.73,143
"159",2012-11-15,1.793,153
"160",2012-11-27,1.772,114
"161",2012-12-04,1.962,153
"162",2012-12-11,2.104,141
"163",2013-01-03,2.489,184
"164",2013-01-11,2.476,139
"165",2013-01-15,2.536,151
"166",2013-01-22,2.493,123
"167",2013-01-30,2.522,1780
"168",2013-02-05,3.509,285
"169",2013-02-12,2.798,342
"170",2013-02-19,2.565,239
"171",2013-02-26,2.682,368
"172",2013-03-05,2.619,281
"173",2013-03-10,3.441,1760
"174",2013-03-19,3.53,476
"175",2013-03-26,3.127,451
"176",2013-04-05,2.577,982
"177",2013-04-11,2.648,1670
"178",2013-04-18,2.226,3690
"179",2013-04-25,3.574,762
"180",2013-05-03,3.036,806
"181",2013-05-10,1.118,11500
"182",2013-05-21,1.046,1630
"183",2013-05-29,3.043,732
"184",2013-06-07,2.628,724
"185",2013-06-26,2.51,267
"186",2013-07-10,2.152,187
"187",2013-07-17,1.8615,198
"188",2013-08-01,1.365,802
"189",2013-08-08,2.22,2410
"190",2013-08-21,2.606,375
"191",2013-08-29,2.446,248
"192",2013-09-05,2.314,202
"193",2013-09-12,2.216,175
"194",2013-09-19,2.453,166
"195",2013-09-20,2.366,543
"196",2013-10-03,2.196,219
"197",2013-10-06,1.592,1780
"198",2013-10-21,2.323,262
"199",2013-10-30,2.446,237
"200",2013-11-07,2.594,605
"201",2013-11-14,2.4525,293
"202",2013-11-21,2.324,252
"203",2013-12-03,2.396,236
"204",2013-12-13,2.592,256
"205",2013-12-20,3.322,588
"206",2013-12-21,2.831,2570
"207",2014-01-08,3.831,407
"208",2014-01-11,2.4395,2290
"209",2014-01-23,3.569,438
"210",2014-01-29,3.617,348
"211",2014-02-07,3.384,322
"212",2014-02-13,3.306,309
"213",2014-02-20,2.853,301
"214",2014-02-26,2.842,259
"215",2014-03-06,3.049,303
"216",2014-03-13,2.434,426
"217",2014-03-17,1.816,5500
"218",2014-03-28,3.08,600
"219",2014-03-29,2.93,1260
"220",2014-04-03,2.576,636
"221",2014-04-04,2.283,1320
"222",2014-04-08,1.882,1420
"223",2014-04-15,2.297,671
"224",2014-04-24,1.856,402
"225",2014-04-29,2.124,379
"226",2014-05-09,2.142,979
"227",2014-05-13,2.018,1330
"228",2014-05-15,1.807,1040
"229",2014-05-21,2.025,400
"230",2014-05-29,2.125,306
"231",2014-06-03,2.167,513
"232",2014-06-16,1.914,435
"233",2014-07-02,1.872,290
"234",2014-07-07,1.814,200
"235",2014-07-22,1.674,154
"236",2014-07-31,1.493,235
"237",2014-08-06,1.488,154
"238",2014-08-13,1.405,213
"239",2014-08-21,1.56,160
"240",2014-08-28,1.197,128
"241",2014-09-03,1.453,594
"242",2014-09-11,1.191,167
"243",2014-09-18,1.589,290
"244",2014-09-24,1.558,175
"245",2014-10-01,1.5445,142
"246",2014-10-09,1.565,149
"247",2014-10-11,1.211,2630
"248",2014-10-13,1.249,2450
"249",2014-10-23,2.723,329
"250",2014-10-29,2.448,244
"251",2014-11-06,1.985,446
"252",2014-11-13,2.144,214
"253",2014-11-19,2.476,184
"254",2014-12-03,2.524,214
"255",2014-12-11,2.554,309
"256",2014-12-17,2.1355,648
"257",2015-01-05,2.573,786
"258",2015-01-08,3.003,515
"259",2015-01-15,3.003,354
"260",2015-01-21,2.954,301
"261",2015-01-29,2.8025,263
"262",2015-02-04,2.984,302
"263",2015-02-11,2.5689,255
"264",2015-02-18,2.496,259
"265",2015-02-25,2.499,437
"266",2015-03-05,2.228,863
"267",2015-03-11,2.014,1260
"268",2015-03-14,1.486,3700
"269",2015-03-19,3.073,1450
"270",2015-03-26,2.326,2290
"271",2015-04-01,2.916,775
"272",2015-04-14,2.552,566
"273",2015-04-22,2.048,567
"274",2015-04-29,2.013,382
"275",2015-05-08,1.613,1590
"276",2015-05-11,0.869,5880
"277",2015-05-17,1.487,2260
"278",2015-05-24,1.325,8140
"279",2015-06-01,2.558,2200
"280",2015-06-20,0.823,6640
