Date,NO3,TN,SRP,TP,TSS,Cl,SO4
2011-02-08,1.4115,1.575,0.0065,0.026,2.9,9.9195,39.443
2011-02-14,1.721,1.97,0.012,0.074,19.5,8.639,24.09
2011-02-24,1.535,2.18,0.075,0.286,82.1,6.081,16.219
2011-02-28,1.688,1.72,0.031,0.1,28.1,6.719,18.189
2011-03-04,0.967,1.52,0.118,0.946,566,5.489,14.025
2011-03-14,1.271,1.53,0.019,0.094,38.6,6.169,16.244
2011-03-29,0.96,1.03,0.004,0.012,2.4,5.415,13.093
2011-04-06,0.588,0.72,0.01,0.024,2.4,5.331,14.277
2011-04-11,0.496,1.33,0.034,0.624,353.8,3.483,10.901
2011-04-22,0.904,0.98,0.006,0.022,11.4,4.626,11.477
2011-04-23,0.572,1.7,0.071,0.798,464.4,2.44,6.143
2011-04-25,0.991,1.46,0.04,0.47,261.8,1.89,4.603
2011-04-26,1.016,1.57,0.036,0.498,257.2,1.733,4.847
2011-05-12,1.214,1.245,0.01,0.014,2.8,3.22,8.02
2011-05-19,1.033,1.02,0.005,0.014,1.6,3.787,9.414
2011-05-24,0.608,0.84,0.041,0.272,145.8,1.447,4.08
2011-06-08,0.483,0.69,0.0015,0.029,4.55,3.9325,11.3375
2011-06-15,0.546,0.83,0.006,0.032,4.4,4.365,10.655
2011-07-15,0,0.19,0,0.03,2.6,4.888,9.315
2011-07-21,0.006,0.24,0,0.022,6.1,5.684,9.444
2011-07-29,0,0.25,0.002,0.038,10.5,,
2011-08-03,0.01,0.32,0.001,0.068,10.9,,
2011-08-11,0.11,0.28,0.003,0.026,9,,
2011-08-18,1.93,2.09,0.007,0.028,5.1,4.257,15.859
2011-09-01,0.4,0.58,0.003,0.01,6.7,4.437,13.216
2011-09-08,0.18,0.3,0.003,0.008,5.5,4.501,12.232
2011-09-16,0.111,0.16,0.006,0.008,4.1,4.656,12.674
2011-09-22,0.615,0.84,0.003,0.036,17.3,3.974,18.229
2011-09-30,1.781,2.17,0.002,0.014,4.5,5.281,22.225
2011-10-06,1.285,1.155,0.001,0.019,3.5,5.2945,21.581
2011-10-12,0.79,0.93,0.001,0.008,1.8,5.153,19.398
2011-10-26,0.34,0.49,0,0.038,2,5.087,19.484
2011-11-03,0.51,0.605,0.0045,0.018,1.8,5.666,24.9505
2011-11-08,1.764,2.46,0.109,0.55,441.8,2.985,8.303
2011-11-17,4.247,4.55,0.013,0.024,1.1,4.751,14.153
2011-12-01,2.595,2.86,0.012,0.012,0.9,4.734,11.149
2011-12-08,2.345,1.24,0.007,0.02,2.3,4.24,9.444
2011-12-15,1.131,1.72,0.017,0.152,67.9,2.928,6.577
2012-01-05,1.731,1.83,0.007,0.008,1.1,4.516,10.8
2012-01-12,1.118,1.27,0.007,0.02,1.1,3.955,12.376
2012-01-19,1.103,1.23,0.002,0.008,1.1,4.13,10.996
2012-01-25,0.78,1.49,0.038,0.328,154.7,2.216,6.093
2012-02-02,1.656,1.76,0.007,0.014,0.9,3.766,9.193
2012-02-04,0.91,1.36,0.026,0.122,43.5,2.765,6.843
2012-02-16,1.282,1.49,0.037,0.046,5.9,4.411,12.624
2012-03-01,1.225,1.33,0.007,0.028,2.7,4.417,11.964
2012-03-12,0.597,0.85,0.01,0.024,11.2,3.28,10.625
2012-03-20,0.59,1.07,0.036,0.33,172.4,1.899,5.111
2012-03-29,1.261,1.82,0.001,0.06,1.5,3.042,7.599
2012-04-12,0.822,1,0.0035,0.001,1.6,3.333,8.7985
2012-04-19,0.769,0.9,0,0.008,1.5,3.726,8.959
2012-04-26,0.766,0.95,0,0.012,2.5,3.719,9.013
2012-05-01,0.775,0.925,0.001,0.012,1.6,3.6425,9.3545
2012-05-10,0.527,0.7,0.004,0.014,0.3,3.95,10.729
2012-05-16,0.349,0.57,0,0.022,3.1,3.948,9.966
2012-05-24,0.056,0.27,0,0.022,2.3,4.289,9.76
2012-06-01,0.019,0.17,0.004,0.012,0.9,4.551,9.779
2012-06-05,0.019,0.26,0.001,0.34,31.3,4.232,11.597
2012-06-14,0.018,0.24,0.004,0.024,3.3,4.456,11.567
2012-06-21,0.036,0.3,0.002,0.016,3.2,4.992,10.697
2012-06-28,0,0.37,0.005,0.04,7.1,4.997,10.573
2012-07-12,0,0.37,0,0.022,2.7,5.253,10.234
2012-07-19,0,0.24,0.002,0.02,5.5,5.13,9.71
2012-08-02,0,0.24,0,0.024,4.2,5.11,9.524
2012-08-15,0,0.27,0.005,0.01,1.9,5.658,10.966
2012-08-20,0,0.23,0.005,0.028,0.9,5.238,11.138
2012-08-29,0,0.22,0.002,0.02,1.7,4.757,12.107
2012-09-05,0,0.28,0.002,0.028,1.7,5.234,13.868
2012-09-25,0.043,0.17,0.002,0.016,2.6,4.768,20.069
2012-10-01,0.029,0.13,0.004,0.02,2.5,4.753,17.852
2012-10-09,0,0.12,0.005,0.024,0.9,4.159,17.234
2012-10-24,1.574,2.13,0.002,0.014,0.3,4.214,17.347
2012-10-31,1.489,1.72,0.007,0.014,1.7,4.21,17.804
2012-11-07,1.174,1.33,0.005,0.014,1.1,4.348,17.658
2012-11-14,0.879,1.01,0.009,0.012,0.9,4.866,17.555
2012-11-28,0.9425,1.04,0,0.008,0.8,4.775,17.4485
2012-12-05,0.491,0.66,0.005,0.01,0.4,5.028,16.925
2012-12-12,0.684,0.8,0.001,0.01,0.1,5.407,19.505
2013-01-04,1.514,1.56,0.001,0.002,0.7,7.381,43.68
2013-01-10,1.686,1.95,0,0.02,7.7,7.147,29.444
2013-01-15,1.868,1.99,0.002,0.016,3.5,6.074,23.088
2013-01-23,2.1195,2.145,0.004,0.007,2,5.542,19.8975
2013-01-30,1.909,2.59,0.024,0.238,94.1,3.102,10.127
2013-02-06,3.618,3.62,0.003,0.008,0.2,4.633,13.59
2013-02-11,2.614,2.59,0.004,0.03,14.5,5.198,19.381
2013-02-20,2.196,2.17,0.002,0.018,2.7,4.88,11.291
2013-02-27,1.974,2.18,0.001,0.014,2.3,4.501,13.841
2013-03-06,2.161,2.23,0.003,0.008,1.6,4.933,12.445
2013-03-10,1.539,2.27,0.029,0.27,164.9,4.785,17.383
2013-03-19,2.066,2.04,0.003,0.014,1.8,4.12,11.741
2013-03-29,1.455,1.57,0.006,0.016,2,4.02,11.7
2013-04-03,1.307,1.4,0.008,0.036,6.5,3.486,10.476
2013-04-11,1.044,1.43,0.007,0.058,15.1,3.441,10.071
2013-04-18,0.9975,1.59,0.0335,0.395,208.45,4.105,15.9035
2013-04-24,1.205,1.37,0.005,0.01,2.1,3.257,8.53
2013-04-27,0.871,1.48,0.035,0.16,64.4,2.803,9.141
2013-05-10,0.727,1.7,0.077,0.398,149.9,2.744,9.257
2013-05-21,0.597,1.3,0.009,0.254,113,2.078,5.317
2013-05-21,0.489,1.24,0.05,0.292,207.7,2.169,6.176
2013-05-30,1.271,1.43,0.005,0.018,2.2,3.231,7.987
2013-06-06,1.138,1.29,0.008,0.024,2.8,3.153,8.3
2013-06-26,0.64,0.82,0.003,0.02,2.9,3.9875,9.382
2013-07-08,0.127,0.33,0.001,0.018,1.7,4.117,9.815
2013-07-19,0.052,0.17,0.005,0.012,7.3,4.328,9.233
2013-07-31,0.094,0.22,0.004,0.02,1.3,4.006,9.732
2013-08-07,1.116,1.36,0.008,0.016,2.3,4.742,15.999
2013-08-08,1.524,2.41,0.089,0.029,72.4,4.033,16.787
2013-08-20,1.946,2.16,0.004,0.014,2.1,4.548,10.84
2013-08-28,1.085,1.31,0.003,0.02,2.3,4.57,10.368
2013-09-04,0.563,0.805,0.01,0.026,2.7,5.154,11.071
2013-09-11,0.206,0.43,0.004,0.026,4.3,5.079,10.453
2013-09-18,0.105,0.27,0.006,0.022,2.2,5.257,10.321
2013-09-23,0.095,0.26,0.007,0.026,4,5.18,10.739
2013-10-02,0.0665,0.25,0.0065,0.023,4.4,4.943,10.99
2013-10-06,1.034,1.39,0.014,0.062,8.8,4.945,17.789
2013-10-24,0.932,0.98,0.007,0.012,1.1,4.407,11.361
2013-10-30,0.907,0.98,0.003,0.014,2.1,4.439,11.4
2013-11-06,0.869,0.9,0.001,0.004,1,5.212,16.959
2013-11-13,0.769,0.83,0.005,0.012,0,4.963,12.859
2013-11-22,0.728,0.78,0.002,0.008,0.5,4.734,11.642
2013-12-02,1.521,1.56,0.001,0.006,0.4,5.632,14.793
2013-12-12,1.474,1.54,0.006,0.012,2.1,6.558,19.866
2013-12-18,1.876,1.91,0.006,0.026,2.8,5.682,13.949
2013-12-21,0.869,1.76,0.048,0.304,252.6,2.926,5.554
2014-01-09,2.0635,2.045,0.0115,0.024,1.15,5.874,14.093
2014-01-10,1.416,1.91,0.04,0.152,57,6.092,14.012
2014-01-22,2.149,2.17,0.007,0.016,5.5,4.785,10.807
2014-01-28,2.092,2.19,0.006,0.02,2.4,4.967,11.861
2014-02-06,1.853,1.89,0.008,0.026,5.4,5.769,15.847
2014-02-12,1.718,1.81,0.008,0.012,1.3,6.118,16.84
2014-02-21,1.232,1.28,0.005,0.006,0.9,6.046,16.703
2014-02-25,1.095,1.18,0.003,0.012,0,5.493,15.401
2014-03-07,1.045,1.21,0.007,0.044,6.9,6.792,19.421
2014-03-11,1.146,1.18,0.005,0.022,3.2,5.046,13.724
2014-03-16,0.835,1.83,0.048,0.276,370.9,2.668,5.622
2014-03-27,1.757,1.77,0.011,0.024,1,4.172,9.479
2014-04-03,1.182,2.93,0.008,0.034,3.2,4.389,11.294
2014-04-04,0.5,1.38,0.014,0.196,330.9,2.038,5.513
2014-04-07,1.024,1.19,0.023,0.144,51.5,50.403,49.67
2014-04-14,0.9735,1.06,0.0095,0.037,7.6,3.3685,8.583
2014-04-22,0.968,1.03,0.014,0.024,2.9,3.69,8.782
2014-04-28,0.915,0.98,0.005,0.02,1,3.973,10.184
2014-05-09,0.846,1.09,0.007,0.046,3.3,3.811,9.318
2014-05-13,0.719,0.86,0.004,0.038,18,3.301,8.868
2014-05-20,0.392,0.46,0.002,0.022,1.7,2.833,7.708
2014-05-28,0.558,0.62,0.004,0.018,3.1,3.281,7.641
2014-06-02,0.5,0.64,0.002,0.022,4.2,3.632,8.009
2014-06-10,0.609,0.735,0.0055,0.019,2.5,3.7565,12.8255
2014-07-01,0.464,0.53,0.009,0.024,3.3,3.827,11.14
2014-07-09,0.276,0.48,0.003,0.028,4.5,3.887,9.552
2014-07-23,0.21,0.3,0.005,0.032,3.7,4.204,8.8
2014-07-29,0.1,0.26,0.005,0.03,5.2,4.127,9.232
2014-08-05,0.088,0.23,0.012,0.024,4.1,4.133,8.933
2014-08-12,0.597,0.71,0.009,0.038,7.4,4.014,10.457
2014-08-19,0.723,1.1,0.031,0.17,36.5,3.088,7.041
2014-08-27,0.219,0.42,0.007,0.026,6.1,3.475,7.769
2014-09-02,0.826,1.53,0.13,0.354,74.3,3.683,14.165
2014-09-10,0.518,0.67,0.007,0.03,5.7,4.773,12.34
2014-09-17,0.275,0.45,0.006,0.024,4.9,4.995,12.239
2014-09-24,0.175,0.32,0.003,0.024,4.1,4.901,13.141
2014-10-01,0.096,0.29,0.004,0.024,4.25,4.8515,12.0415
2014-10-08,0.09,0.3,0.004,0.028,3.6,5.15,14.261
2014-10-10,0.894,1.87,0.182,0.452,64.1,4.007,17.106
2014-10-13,0.772,1.84,0.097,0.576,258.6,3.004,11.848
2014-10-22,2.295,2.36,0.007,0.022,2.3,4.862,11.781
2014-10-29,1.7275,1.915,0.006,0.021,2.05,5.023,12.347
2014-11-06,1.115,1.44,0.013,0.038,2.2,5.743,15.814
2014-11-12,1.405,1.48,0.007,0.018,0.5,5.374,13.237
2014-11-19,1.422,1.59,0.002,0.02,0,5.548,13.537
2014-12-05,0.982,1.09,0.006,0.018,1.8,5.456,13.675
2014-12-10,0.861,0.95,0.009,0.02,0.5,5.912,16.843
2014-12-17,0.921,1.06,0.009,0.032,1.3,5.444,
2015-01-05,1.092,1.3,0.015,0.064,6.7,3.876,8.93
2015-01-07,1.592,1.665,0.008,0.028,1.65,4.4875,10.2765
2015-01-14,1.662,1.63,0.006,0.024,0.2,5.496,11.809
2015-01-21,1.404,1.48,0.004,0.016,0.7,5.138,12.657
2015-01-28,1.388,1.42,0.005,0.008,1,5.18,13.104
2015-02-04,1.353,1.35,0.0025,0.002,0.55,5.9935,16.591
2015-02-11,1.185,1.11,0.006,0.004,1,5.89,15.597
2015-02-18,1.084,1.19,0.001,0.014,0.2,5.509,15.385
2015-02-25,0.946,1.04,0.008,0.036,1.6,5.4,15.478
2015-03-05,0.906,1.14,0.011,0.068,7.1,4.313,9.903
2015-03-10,0.862,1.3,0.015,0.1,13.8,4.396,9.52
2015-03-14,0.938,1.495,0.0345,0.202,58.75,2.9105,6.107
2015-03-19,1.256,1.37,0.009,0.046,4.7,3.784,8.622
2015-03-26,0.553,1.22,0.031,0.218,70.3,2.547,5.96
2015-04-01,1.271,1.31,0.009,0.052,3.3,3.721,8.479
2015-04-13,0.931,1.07,0.004,0.032,7.4,4.075,10.625
2015-04-22,0.62,0.76,0.012,0.032,3.3,3.788,10.851
2015-04-24,0.596,2.54,0.072,0.886,379.2,3.443,15.711
2015-04-29,0.6785,0.795,0.0025,0.016,1.55,4.014,11.4035
2015-04-14,0.519,0.91,0.007,0.1,23.1,3.072,8.003
