"","Date","concentrations.SO4","Flow"
"203",2013-08-28,30.566,2.9
"204",2013-09-04,37.357,1.2
"205",2013-09-11,37.253,0.74
"206",2013-09-18,42.655,1.8
"207",2013-10-02,35.777,3.3
"208",2013-10-05,18.125,531
"209",2013-10-24,41.376,27
"210",2013-10-30,43.609,54
"211",2013-11-06,62.147,66
"212",2013-11-13,35.49,31
"213",2013-11-21,34.697,424
"214",2013-12-02,38.144,28
"215",2013-12-12,58.685,36
"216",2013-12-18,32.809,216
"217",2013-12-21,12.969,1980
"218",2014-01-09,41.417,195
"219",2014-01-10,36.768,689
"220",2014-01-22,30.238,104
"221",2014-01-22,30.183,104
"222",2014-01-28,36.203,49
"223",2014-02-06,39.313,54
"224",2014-02-12,40.698,45
"225",2014-02-21,32.976,53
"226",2014-02-25,32.762,42
"227",2014-03-07,37.585,485
"228",2014-03-11,25.064,236
"229",2014-03-16,7.988,3150
"230",2014-03-27,31.179,110
"231",2014-04-03,22.501,228
"232",2014-04-04,20.679,746
"233",2014-04-07,10.057,1420
"234",2014-04-07,10.161,1420
"235",2014-04-14,20.216,599
"236",2014-04-22,20.454,184
"237",2014-04-28,34.964,133
"238",2014-05-09,27.024,157
"239",2014-05-13,23.068,724
"240",2014-05-13,23.224,724
"241",2014-05-20,21.903,134
"242",2014-05-28,23.667,48
"243",2014-06-02,26.701,95
"244",2014-06-10,33.831,221
"245",2014-07-01,31.746,10
"246",2014-07-09,33.538,2.7
"247",2014-07-23,36.287,1.9
"248",2014-07-29,37.596,0.78
"249",2014-08-05,41.9125,0.79
"250",2014-08-12,38.011,9
"251",2014-08-19,38.714,6.1
"252",2014-08-27,40.669,1.7
"253",2014-09-02,33.889,274
"254",2014-09-10,49.489,9.6
"255",2014-09-17,45.669,49
"256",2014-09-18,35.585,271
"257",2014-09-24,29.141,19
"258",2014-10-01,30.209,8
"259",2014-10-03,29.849,64
"260",2014-10-08,29.466,5.4
"261",2014-10-10,17.381,631
"262",2014-10-13,14.002,1870
"263",2014-10-22,32.938,27
"264",2014-10-29,40.135,6.3
"265",2014-11-04,35.077,180
"266",2014-11-12,33.016,19
"267",2014-11-19,39.025,6.2
"268",2014-12-05,33.118,82
"269",2014-12-10,24.82,75
"270",2014-12-17,22.638,197
"271",2015-01-04,15.7865,699
"272",2015-01-07,20.436,169
"273",2015-01-14,25.9,64
"274",2015-01-21,28.891,32
"275",2015-01-28,30.91,15
"276",2015-02-04,35.355,34
"277",2015-02-11,30.722,17
"278",2015-02-18,36.375,20
"279",2015-02-25,26.568,88
"280",2015-03-05,16.345,799
"281",2015-03-10,17.467,1020
"282",2015-03-14,10.566,2360
"283",2015-03-19,20.492,572
"284",2015-03-26,22.822,1510
"285",2015-04-01,21.21,207
"286",2015-04-13,32.5275,127
"287",2015-04-22,18.973,159
"288",2015-04-24,27.092,269
"289",2015-04-29,25.556,61
"290",2015-05-08,20.258,796
"291",2015-05-11,7.852,4070
"292",2015-05-17,10.922,2810
"293",2015-06-01,14.429,746
"294",2015-06-19,11.791,4280
