Date,NO3,TN,SRP,TP,TSS,Cl,SO4
2013-08-07,2.808,3.07,0.028,0.056,6.2,8.647,8.731
2013-08-08,4.216,5.12,0.093,0.43,193.3,5.009,6.701
2013-08-14,1.944,2.33,0.025,0.094,20.3,4.105,6.603
2013-08-20,2.487,2.68,0.009,0.03,4.7,7.665,7.692
2013-08-28,2.173,2.39,0.003,0.022,2.1,10.142,7.062
2013-09-04,1.999,2.25,0.011,0.024,2.9,10.796,7.132
2013-09-11,1.817,2.13,0.003,0.028,2.4,11.393,6.55
2013-09-18,2.076,2.06,0.007,0.018,3.1,13.579,6.874
2013-09-23,2.091,2.1,0.011,0.034,2.3,19.109,8.212
2013-10-02,1.908,2.11,0.008,0.024,2.9,14.883,6.798
2013-10-06,1.293,1.9,0.083,0.328,107.8,7.661,6.64
2013-10-24,1.337,1.36,0.012,0.026,9.7,8.268,7.596
2013-10-30,1.5485,1.645,0.009,0.028,4.05,10.438,7.9985
2013-11-06,1.619,1.62,0.008,0.022,2.4,11.898,9.41
2013-11-13,1.148,1.25,0.008,0.022,0.9,7.956,7.866
2013-11-22,1.529,1.67,0.008,0.048,21.6,11.146,8.174
2013-12-02,1.887,1.91,0.001,0.012,1.2,8.537,8.911
2013-12-12,1.588,1.59,0.007,0.014,0.9,10.67,9.629
2013-12-18,1.5985,1.655,0.006,0.036,7.2,6.3175,7.3335
2014-01-09,1.898,1.86,0.013,0.028,1.4,7.801,7.824
2014-01-11,1.503,1.84,0.019,0.118,79.1,6.344,7.956
2014-01-22,2.114,2.12,0.009,0.01,2.5,6.408,7.104
2014-01-28,2.162,2.21,0.022,0.026,0.1,7.026,7.641
2014-02-06,1.996,2,0.01,0.026,1.5,8.006,8.166
2014-02-12,2.046,2.02,0.011,0.016,0.9,10.113,8.986
2014-02-21,1.44,1.54,0.006,0.014,2.1,9.138,9.475
2014-02-25,1.409,1.48,0.004,0.02,1.3,8.945,8.911
2014-03-07,1.456,1.51,0.007,0.028,13.7,11.043,9.058
2014-03-11,1.624,1.56,0.005,0.032,4.9,6.256,7.639
2014-03-17,1.606,1.84,0.015,0.13,51.3,3.285,5.113
2014-03-27,1.892,1.92,0.01,0.032,5.1,6.139,6.687
2014-04-03,1.196,1.28,0.0095,0.037,5,5.5945,7.2185
2014-04-04,0.419,1.47,0.124,0.21,404.3,1.874,3.275
2014-04-07,0.864,1.41,0.032,0.31,154.5,2.657,4.119
2014-04-14,1.227,1.32,0.01,0.062,24.2,4.406,6.284
2014-04-22,1.075,1.26,0.006,0.018,2.6,4.743,5.561
2014-04-28,1.148,1.29,0.002,0.028,3.9,6.865,7.546
2014-05-09,0.737,0.93,0.005,0.024,7.6,7.83,6.882
2014-05-13,0.462,0.67,0.007,0.126,80.1,2.997,5.133
2014-05-20,0.59,0.65,0.004,0.026,3.9,4.261,5.516
2014-05-28,0.98,1.19,0.007,0.026,5.5,6.021,5.488
2014-06-02,1.081,1.32,0.005,0.028,5.8,8.273,6.337
2014-06-10,0.857,1.27,0.021,0.092,22.5,5.951,6.082
2014-07-01,0.708,0.82,0.0115,0.023,4.05,7.525,5.7135
2014-07-09,0.89,1.07,0.006,0.018,3.1,9.265,5.352
2014-07-23,0.901,1.03,0.005,0.026,2.8,14.833,6.478
2014-07-29,0.731,0.89,0.004,0.026,3.8,12.19,5.769
2014-08-05,0.804,0.97,0.003,0.026,3.9,14.039,6.318
2014-08-12,0.846,0.95,0.004,0.026,3.9,17.328,7.338
2014-08-19,0.212,0.41,0.005,0.044,8.3,5.051,6.008
2014-08-27,0.641,0.94,0.007,0.03,7.2,8.128,4.294
2014-09-04,1.004,1.28,0.01,0.026,5.5,11.576,4.753
2014-09-10,0.968,1.25,0.006,0.026,6,15.623,6.319
2014-09-17,1.076,1.33,0.006,0.024,4.8,18.958,7.373
2014-09-24,1.003,1.22,0.003,0.024,3.9,17.476,6.824
2014-10-01,0.945,1.2,0.005,0.022,3.1,18.654,6.841
2014-10-08,1.332,1.55,0.005,0.028,3.1,21.231,7.7055
2014-10-10,1.594,1.92,0.028,0.054,5.2,18.146,6.743
2014-10-11,1.585,2.09,0.068,0.162,29.8,18.158,12.656
2014-10-13,0.86,1.69,0.019,0.464,214.6,3.284,13.3
2014-10-22,1.601,1.77,0.013,0.038,4.6,9.863,7.969
2014-10-29,1.304,1.49,0.009,0.022,2.9,11.637,8.007
2014-11-06,1.599,1.9,0.02,0.034,3.3,19.884,11.779
2014-11-12,0.966,1.22,0.006,0.024,1.3,9,8.421
2014-11-19,1.388,1.54,0.002,0.026,0.3,11.058,8.974
2014-12-05,0.903,1.02,0.005,0.018,1.9,8.945,8.068
2014-12-10,1.016,1.09,0.0075,0.022,1.65,8.307,11.04
2014-12-17,0.884,1.05,0.009,0.048,4.9,6.068,8.543
2015-01-05,1.055,1.36,0.014,0.098,27,3.359,5.361
2015-01-07,1.563,1.62,0.008,0.032,3.8,4.984,6.759
2015-01-14,1.644,1.64,0.007,0.03,1.9,6.748,7.51
2015-01-21,1.605,1.62,0.006,0.028,1.9,7.801,8.563
2015-01-28,1.528,1.54,0.006,0.012,2,9.106,8.698
2015-02-04,1.607,1.59,0.008,0.006,0.7,10.341,10.185
2015-02-11,1.4875,1.47,0.0055,0.008,1.2,10.1505,10.1535
2015-02-18,1.293,1.41,0.001,0.016,0.1,10.522,9.532
2015-02-25,1.198,1.33,0.009,0.044,2.5,6.632,8.317
2015-03-05,0.821,1.15,0.008,0.108,30.4,4.357,5.641
2015-03-11,1.101,1.27,0.006,0.056,7.8,4.611,5.842
2015-03-14,0.98,1.64,0.018,0.27,105.9,3.111,4.164
2015-03-19,1.3305,1.385,0.007,0.049,12.3,4.7265,6.4355
2015-03-26,0.645,1.35,0.017,0.338,181.3,3.695,5.701
2015-04-01,1.399,1.44,0.014,0.056,5.6,5.028,6.3
2015-04-14,0.861,1.01,0.01,0.038,10.5,8.203,8.118
2015-04-22,0.547,0.69,0.007,0.036,5.2,4.362,5.395
2015-04-29,1.032,1.17,0.002,0.02,3.7,5.993,6.951
2015-05-11,0.366,1.08,0.014,0.43,199.2,1.33,2.62
2015-05-17,0.56,1.36,0.033,0.458,460.8,2.668,6.868
2015-06-01,1.289,1.4,0.016,0.052,9.8,3.265,4.827
2015-06-20,0.319,0.7,0.022,0.238,105.4,2.46,3.248
