"","Date","concentrations.SO4","Flow"
"119",2014-01-22,79.81,0.58
"120",2014-01-28,50.511,1.1
"121",2014-02-06,53.952,0.91
"122",2014-02-12,42.072,1.9
"123",2014-02-21,64.69,1.8
"124",2014-02-25,50.294,1.5
"125",2014-03-07,62.706,2.7
"126",2014-03-11,81.542,0.93
"127",2014-03-16,8.504,29
"128",2014-03-27,47.897,2
"129",2014-03-27,26.415,2
"130",2014-04-03,13.391,5.3
"131",2014-04-03,80.57,5.3
"132",2014-04-07,24.867,8.7
"133",2014-04-13,51.202,2.1
"134",2014-04-22,70.269,0.18
"135",2014-04-27,24.123,0.78
"136",2014-04-28,72.85,0.36
"137",2014-05-08,6.209,12
"138",2014-05-12,27.613,11
"139",2014-05-20,80.69,0.47
"140",2014-05-28,51.61,0.35
"141",2014-06-02,11.69,4.6
"142",2014-06-06,17.244,3.6
"143",2014-06-10,30.034,4.2
"144",2014-07-01,97.064,0.39
"145",2014-07-09,100.71,0.22
"146",2014-07-10,12.863,7
"147",2014-07-23,101.85,0.28
"148",2014-07-29,93.122,0.24
"149",2014-08-05,102.27,0.15
"150",2014-08-07,13.649,6.3
"151",2014-08-12,85.675,0.11
"152",2014-08-19,100.06,0.08
"153",2014-08-27,104.29,0.05
"154",2014-08-30,9.197,4.2
"155",2014-09-02,4.549,17
"156",2014-09-06,62.284,2.7
"157",2014-09-10,85.832,0.07
"158",2014-09-17,83.732,3.2
"159",2014-09-17,19.325,3.2
"160",2014-09-24,86.301,0.05
"161",2014-10-01,103.11,0.09
"162",2014-10-08,76.926,0.16
"163",2014-10-10,1.559,25
"164",2014-11-04,10.623,9.3
"165",2014-12-05,32.2,2.6
"166",2014-12-17,82.552,2.9
"167",2015-03-04,18.863,3.2
"168",2015-03-11,67.967,0.11
"169",2015-03-18,13.421,2.3
"170",2015-03-25,7.06,7.2
"171",2015-04-13,24.175,4.7
"172",2015-04-17,5.663,3.6
"173",2015-04-24,7.339,7.3
"174",2015-05-07,61.356,0.83
"175",2015-06-01,68.699,0.04
