Date,NO3,TN,SRP,TP,TSS,Cl,SO4
2011-09-07,0.399,0.48,0.027,0.024,2.2,12.557,28.543
2011-09-15,0.41,0.52,0.025,0.024,2.9,12.727,29.58
2011-09-21,0.772,0.97,0.021,0.028,1.3,11.673,22.168
2011-09-29,1.512,1.75,0.023,0.032,2,10.88,18.836
2011-10-05,1.204,1.295,0.026,0.033,0.6,12.0235,25.2195
2011-10-12,1.065,1.21,0.031,0.036,3.7,11.113,21.09
2011-10-27,1.385,1.44,0.024,0.026,1.1,11.095,19.531
2011-11-02,3.82,1.34,0.018,0.028,1.9,11.355,20.747
2011-11-08,2.434,3.08,0.257,0.368,57.6,6.053,8.558
2011-11-16,4.485,4.61,0.026,0.046,1,9.56,12.817
2011-11-30,4.209,4.33,0.022,0.032,1,8.993,12.283
2011-12-07,3.912,4.17,0.027,0.028,1.4,9.069,12.54
2012-01-04,2.918,2.79,0.015,0.016,1.4,10.782,21.372
2012-01-12,2.418,2.45,0.018,0.022,0.9,11.221,25.016
2012-01-18,2.121,2.26,0.0125,0.015,0.6,11.5315,25.6225
2012-01-25,2.225,2.32,0.02,0.032,1.6,10.101,20.426
2012-02-01,3.011,2.82,0.016,0.026,1.7,10.234,17.391
2012-02-08,2.986,2.89,0.017,0.018,0.9,9.885,17.578
2012-02-15,2.614,2.81,0.016,0.02,0.8,10.731,20.486
2012-02-29,2.171,2.31,0.02,0.028,1.1,11.263,22.626
2012-03-15,2.329,2.68,0.021,0.022,1.9,10.639,16.949
2012-03-20,2.313,2.89,0.115,0.236,58.4,6.278,9.827
2012-03-28,3.68,4.08,0.024,0.02,2,8.037,13.694
2012-04-11,2.075,2.4,0.027,0.03,1.9,10.599,23.495
2012-04-18,1.814,2.175,0.0245,0.03,1.35,11.5065,26.635
2012-04-25,1.723,1.9,0.023,0.028,1.3,11.157,24.547
2012-05-01,1.519,1.68,0.025,0.034,3.4,11.153,24.507
2012-05-09,1.445,1.62,0.024,0.034,1.2,11.513,22.763
2012-05-17,1.27,1.45,0.021,0.026,1.9,11.267,24.308
2012-05-23,1.121,1.32,0.021,0.036,1.7,11.454,24.283
2012-05-31,0.867,1.08,0.024,0.036,3.2,11.683,25.218
2012-06-06,0.779,1.01,0.024,0.036,2.2,11.976,26.747
2012-06-13,0.74,0.8,0.025,0.026,2.1,11.613,24.695
2012-06-20,0.711,0.76,0.023,0.034,2.9,12.866,24.282
2012-06-28,0.678,0.82,0.039,0.034,2.4,12.012,22.425
2012-07-11,0.503,0.65,0.0285,0.036,2.75,12.558,22.2755
2012-07-18,0.427,0.52,0.026,0.04,1.9,12.372,21.985
2012-07-25,0.419,0.47,0.029,0.038,2.4,12.37,21.292
2012-08-01,0.3695,0.465,0.0215,0.032,3.4,12.3885,21.118
2012-08-16,0.38,0.5,0.02,0.036,4.9,12.451,19.581
2012-08-22,0.375,0.48,0.02,0.044,1.6,12.426,19.387
2012-08-27,0.485,0.65,0.021,0.044,2.3,12.312,17.822
2012-09-06,0.505,0.57,0.025,0.04,1.7,12.842,19.235
2012-09-12,0.404,0.545,0.0255,0.038,2.15,12.709,19.792
2012-09-27,0.606,0.78,0.028,0.038,1.7,13.283,22.218
2012-10-03,0.684,0.82,0.024,0.04,2,12.717,20.04
2012-10-10,0.849,1.05,0.03,0.04,0.4,12.491,19.537
2012-10-16,1.301,1.49,0.025,0.034,0.7,11.38,16.246
2012-10-25,1.166,1.35,0.021,0.032,0.8,11.421,15.778
2012-11-01,1.281,1.43,0.021,0.028,1.4,11.603,16.062
2012-11-08,1.313,1.48,0.022,0.03,0.9,11.843,16.811
2012-11-15,1.201,1.33,0.019,0.024,0.9,12.526,19.481
2012-11-29,1.355,1.46,0.016,0.024,0.2,12.275,19.005
2012-12-06,1.417,1.54,0.0175,0.026,0.75,13.036,18.5665
2012-12-13,1.432,1.48,0.017,0.014,0.1,12.411,19.575
2013-01-03,1.647,1.77,0.015,0.012,0.5,12.659,21.65
2013-01-11,1.627,1.77,0.012,0.014,0.9,13.082,22.42
2013-01-14,1.792,1.89,0.011,0.016,0.5,13.314,23.075
2013-01-24,1.638,1.88,0.011,0.016,0.5,13.017,23.127
2013-01-30,2.176,2.27,0.017,0.02,1.1,14.717,19.753
2013-02-07,1.964,1.88,0.01,0.012,0.9,13.681,22.975
2013-02-13,1.885,1.95,0.008,0.014,0.5,12.989,23.006
2013-02-21,2.357,2.4,0.009,0.02,2.1,12.051,17.52
2013-02-28,2.268,2.435,0.0105,0.01,0.65,12.5665,20.257
2013-03-07,1.998,2.14,0.011,0.014,1.1,13.617,23.532
2013-03-11,3.665,3.66,0.021,0.042,4.3,10.732,12.617
2013-03-20,3.018,3.19,0.012,0.02,0.9,12.625,20.783
2013-03-28,2.8705,2.965,0.0105,0.018,0.75,12.2255,21.424
2013-04-04,3.372,3.385,0.0125,0.024,0.65,10.446,15.0525
2013-04-18,1.289,2.85,0.336,0.9,406.2,2.019,3.421
2013-04-25,4.191,4.5,0.037,0.042,1.8,8.548,15.771
2013-04-29,3.781,3.73,0.034,0.042,1.6,8.547,15.481
2013-05-09,2.714,2.9,0.015,0.04,2.4,10.115,20.534
2013-05-21,2.591,2.78,0.031,0.044,2.3,9.263,19.548
2013-05-31,2.242,2.55,0.061,0.086,2.3,7.868,15.805
2013-06-07,1.994,2.12,0.029,0.04,1.1,9.817,21.221
2013-06-13,1.637,1.83,0.034,0.04,1.3,10.97,25.568
2013-06-26,1.05,1.2,0.029,0.054,2.5,11.959,29.566
2013-07-10,0.807,0.93,0.028,0.041,0.85,12.443,29.5415
2013-07-17,0.869,1.03,0.027,0.04,0.3,11.545,24.152
2013-08-01,1.099,1.42,0.044,0.05,1.3,10.024,15.797
2013-08-08,1.7,2.73,0.255,0.534,159,4.562,5.843
2013-08-15,3.175,3.35,0.031,0.05,3.5,7.655,14.129
2013-08-21,2.329,2.61,0.033,0.038,1.4,9.052,19.19
2013-08-29,1.397,1.58,0.037,0.048,1.4,10.755,23.133
2013-09-05,1.238,1.35,0.033,0.052,0.9,11.148,24.507
2013-09-12,0.973,1.2,0.028,0.042,1.1,11.537,25.209
2013-09-19,1.023,1.07,0.034,0.034,1.5,11.484,25.087
2013-09-25,1.0325,1.075,0.0305,0.076,2.1,11.413,23.82
2013-10-03,1.066,1.1,0.027,0.04,0.5,11.493,22.758
2013-10-21,1.289,1.27,0.024,0.03,0.8,11.337,21.004
2013-10-30,1.657,1.7,0.036,0.052,7.7,10.267,18.044
2013-11-07,1.967,1.92,0.02,0.022,0.7,10.561,18.62
2013-11-14,1.529,1.5,0.02,0.016,0.2,11.54,24.055
2013-11-21,1.5565,1.6,0.0165,0.023,1.2,11.185,22.5085
2013-12-03,2.507,2.44,0.015,0.02,0.9,10.621,17.176
2013-12-13,2.509,2.45,0.015,0.02,0.5,10.71,17.539
2013-12-20,3.428,3.36,0.041,0.028,1.6,10.086,12.903
2014-01-08,3.28,3.2,0.012,0.026,1.7,10.615,17.16
2014-01-11,3.922,3.98,0.0155,0.04,4.57,9.8405,11.619
2014-01-23,3.282,3.29,0.012,0.028,2.3,10.642,17.253
2014-01-29,2.796,2.81,0.007,0.028,2.2,11.459,21.352
2014-02-06,2.438,2.51,0.011,0.016,0.1,11.266,22.61
2014-02-13,2.343,2.33,0.011,0.024,1.4,12.27,26.117
2014-02-20,2.012,2.14,0.009,0.014,1.4,12.212,26.453
2014-02-26,1.963,1.99,0.01,0.018,1.2,12.175,26.32
2014-03-06,1.846,1.83,0.01,0.02,1.3,12.37,28.146
2014-03-13,1.9,1.91,0.01,0.026,2,12.567,26.275
2014-03-16,2.708,2.91,0.054,0.138,33.2,8.936,12.438
2014-04-03,2.663,2.83,0.015,0.042,2.4,10.558,20.246
2014-04-08,2.584,2.63,0.02,0.03,2.3,10.804,20.378
2014-04-15,1.996,2.16,0.018,0.028,1.3,11.484,23.258
2014-04-24,1.651,1.88,0.012,0.026,1.3,11.598,23.824
2014-04-29,1.516,1.81,0.019,0.024,1.4,12.262,25.502
2014-05-08,1.308,1.59,0.021,0.042,2.1,12.17,27.499
2014-05-13,1.528,1.74,0.027,0.048,2.5,11.016,20.413
2014-05-15,1.554,1.82,0.023,0.038,1.5,11.166,19.311
2014-05-21,1.257,1.79,0.0225,0.062,1.4,11.809,23.5765
2014-05-29,1.122,1.34,0.028,0.042,2.7,11.957,24.138
2014-06-03,1.167,1.45,0.029,0.044,2.5,11.304,18.955
2014-06-16,1.478,1.74,0.029,0.046,2.3,9.987,17.513
2014-06-19,1.254,1.34,0.03,0.042,1.1,11.069,20.286
2014-07-02,1.653,1.75,0.03,0.038,2.5,10.226,17.474
2014-07-07,1.298,1.46,0.033,0.046,2.1,11.48,21.43
2014-07-22,0.848,1.03,0.025,0.044,2.3,12.355,25.457
2014-07-31,3.166,3.19,0.057,0.068,0.7,7.462,4.009
2014-07-31,0.879,0.94,0.03,0.046,1.9,11.697,21.691
2014-08-06,0.646,0.72,0.031,0.044,2.4,12.306,23.684
2014-08-13,0.842,0.99,0.029,0.046,1.8,11.796,20.559
2014-08-21,0.5665,0.665,0.031,0.03,2.15,12.965,26.594
2014-08-28,0.537,0.67,0.03,0.044,2.2,12.697,25.414
2014-09-02,0.691,0.98,0.046,0.088,4.5,10.862,15.351
2014-09-11,0.714,0.81,0.029,0.036,1.9,12.266,21.014
2014-09-18,1.073,1.285,0.031,0.053,2.75,10.5835,14.5695
2014-09-24,0.742,0.85,0.025,0.034,1.9,11.87,21.699
2014-10-01,0.782,1.04,0.024,0.04,2.3,11.809,20.345
2014-10-09,0.693,0.84,0.023,0.042,2.7,12.303,21.869
2014-10-10,0.9705,1.905,0.372,0.589,74.1,6.2585,7.5645
2014-10-13,1.879,2.37,0.173,0.246,16.4,7.752,11.472
2014-10-23,2.615,2.68,0.029,0.044,1.5,9.665,16.262
2014-10-29,1.463,1.57,0.024,0.034,1.1,11.992,25.182
2014-11-06,1.926,2.16,0.023,0.03,1.5,11.007,19.455
2014-11-13,1.432,1.7,0.022,0.033,0.8,12.154,25.153
2014-11-19,1.237,1.47,0.017,0.04,1.1,12.636,27.917
2014-12-02,1.586,1.65,0.023,0.03,1.7,13.006,27.639
2014-12-11,2.424,2.31,0.02,0.03,1.2,12.01,20.716
2014-12-17,2.799,2.77,0.013,0.044,0.6,10.786,16.638
2015-01-08,2.981,2.88,0.016,0.028,1.1,11.198,19.386
2015-01-15,2.37,2.48,0.017,0.032,1.1,12.448,23.599
2015-01-21,2.168,2.13,0.015,0.032,0.8,12.828,25.568
2015-01-29,2.28,2.24,0.014,0.022,1.8,12.369,25.014
2015-02-04,2.299,2.16,0.01,0.016,1.7,12.122,25.263
2015-02-11,1.9524,2,0.01,0.024,1.5,12.575,26.544
2015-02-18,1.809,1.88,0.01,0.022,0.5,12.637,25.358
2015-02-25,2.708,2.74,0.007,0.026,2.8,11.305,17.505
2015-03-06,2.4805,2.485,0.007,0.028,0.9,11.737,20.197
2015-03-11,2.624,2.64,0.008,0.024,1.5,11.375,18.044
2015-03-14,2.46,2.84,0.065,0.134,14.1,9.208,13.064
2015-03-19,3.422,3.34,0.018,0.042,2.7,10.098,14.488
2015-03-26,2.557,3,0.059,0.138,13.5,9.108,14.24
2015-04-01,3.108,3.27,0.014,0.086,2.9,10.261,16.144
2015-04-14,2.177,2.19,0.024,0.04,1.1,11.954,22.483
2015-04-22,1.943,2.1,0.024,0.042,2.2,11.202,21.2
2015-04-29,1.685,1.73,0.023,0.03,2.1,12.147,24.998
2015-05-08,1.566,1.76,0.0245,0.022,2.8,11.5485,20.7475
2015-05-11,1.889,2.18,0.033,0.082,15,9.611,13.222
2015-05-24,1.966,3.24,0.193,0.668,323.7,4.365,5.781
2015-06-01,2.659,2.71,0.053,0.086,8,7.581,13.459
2015-06-19,1.786,2.21,0.128,0.23,42,5.419,6.975
