"","Date","concentrations.SO4","Flow"
"108",2011-11-02,20.747,7.5
"109",2011-11-08,8.558,256
"110",2011-11-16,12.817,40
"111",2011-11-30,12.283,39
"112",2011-12-07,12.54,33
"113",2012-01-04,21.372,19
"114",2012-01-12,25.016,16
"115",2012-01-18,25.6225,15
"116",2012-01-25,20.426,32
"117",2012-02-01,17.391,22
"118",2012-02-08,17.578,26
"119",2012-02-15,20.486,19
"120",2012-02-29,22.626,13
"121",2012-03-15,16.949,24
"122",2012-03-20,9.827,213
"123",2012-03-28,13.694,94
"124",2012-04-11,23.495,35
"125",2012-04-18,26.635,25
"126",2012-04-25,24.547,26
"127",2012-05-01,24.507,57
"128",2012-05-09,22.763,21
"129",2012-05-17,24.308,19
"130",2012-05-23,24.283,16
"131",2012-05-31,25.218,18
"132",2012-06-06,26.747,18
"133",2012-06-13,24.695,10
"134",2012-06-20,24.282,8.7
"135",2012-06-28,22.425,6.1
"136",2012-07-11,22.2755,5.1
"137",2012-07-18,21.985,4.5
"138",2012-07-25,21.292,3.9
"139",2012-08-01,21.118,3.4
"140",2012-08-16,19.581,2.3
"141",2012-08-22,19.387,3.1
"142",2012-08-27,17.822,9.4
"143",2012-09-06,19.235,4.5
"144",2012-09-12,19.792,12
"145",2012-09-27,22.218,13
"146",2012-10-03,20.04,10
"147",2012-10-10,19.537,11
"148",2012-10-16,16.246,14
"149",2012-10-25,15.778,13
"150",2012-11-01,16.062,12
"151",2012-11-08,16.811,11
"152",2012-11-15,19.481,7.6
"153",2012-11-29,19.005,5.1
"154",2012-12-06,18.5665,5.4
"155",2012-12-13,19.575,5
"156",2013-01-03,21.65,6.4
"157",2013-01-11,22.42,6.8
"158",2013-01-14,23.075,8.1
"159",2013-01-24,23.127,10
"160",2013-01-30,19.753,24
"161",2013-02-07,22.975,8.7
"162",2013-02-13,23.006,9
"163",2013-02-21,17.52,24
"164",2013-02-28,20.257,14
"165",2013-03-07,23.532,11
"166",2013-03-11,12.617,102
"167",2013-03-20,20.783,9.7
"168",2013-03-28,21.424,9.6
"169",2013-04-04,15.0525,41
"170",2013-04-18,3.421,1230
"171",2013-04-25,15.771,78
"172",2013-04-29,15.481,77
"173",2013-05-09,20.534,133
"174",2013-05-21,19.548,91
"175",2013-05-31,15.805,129
"176",2013-06-07,21.221,54
"177",2013-06-13,25.568,34
"178",2013-06-26,29.566,22
"179",2013-07-10,29.5415,12
"180",2013-07-17,24.152,17
"181",2013-08-01,15.797,45
"182",2013-08-08,5.843,637
"183",2013-08-15,14.129,184
"184",2013-08-21,19.19,65
"185",2013-08-29,23.133,31
"186",2013-09-05,24.507,24
"187",2013-09-12,25.209,19
"188",2013-09-19,25.087,13
"189",2013-09-25,23.82,14
"190",2013-10-03,22.758,12
"191",2013-10-21,21.004,14
"192",2013-10-30,18.044,45
"193",2013-11-07,18.62,51
"194",2013-11-14,24.055,22
"195",2013-11-21,22.5085,18
"196",2013-12-03,17.176,22
"197",2013-12-13,17.539,23
"198",2013-12-20,12.903,46
"199",2014-01-08,17.16,17
"200",2014-01-11,11.619,83
"201",2014-01-23,17.253,19
"202",2014-01-29,21.352,13
"203",2014-02-06,22.61,13
"204",2014-02-13,26.117,11
"205",2014-02-20,26.453,11
"206",2014-02-26,26.32,10
"207",2014-03-06,28.146,15
"208",2014-03-13,26.275,13
"209",2014-03-16,12.438,115
"210",2014-04-03,20.246,32
"211",2014-04-08,20.378,31
"212",2014-04-15,23.258,26
"213",2014-04-24,23.824,24
"214",2014-04-29,25.502,22
"215",2014-05-08,27.499,23
"216",2014-05-13,20.413,37
"217",2014-05-15,19.311,32
"218",2014-05-21,23.5765,20
"219",2014-05-29,24.138,20
"220",2014-06-03,18.955,25
"221",2014-06-16,17.513,47
"222",2014-06-19,20.286,26
"223",2014-07-02,17.474,22
"224",2014-07-07,21.43,16
"225",2014-07-22,25.457,12
"226",2014-07-31,4.009,27
"227",2014-07-31,21.691,27
"228",2014-08-06,23.684,16
"229",2014-08-13,20.559,18
"230",2014-08-21,26.594,18
"231",2014-08-28,25.414,16
"232",2014-09-02,15.351,37
"233",2014-09-11,21.014,13
"234",2014-09-18,14.5695,33
"235",2014-09-24,21.699,12
"236",2014-10-01,20.345,12
"237",2014-10-09,21.869,20
"238",2014-10-10,7.5645,293
"239",2014-10-13,11.472,304
"240",2014-10-23,16.262,34
"241",2014-10-29,25.182,26
"242",2014-11-06,19.455,38
"243",2014-11-13,25.153,31
"244",2014-11-19,27.917,33
"245",2014-12-02,27.639,27
"246",2014-12-11,20.716,24
"247",2014-12-17,16.638,50
"248",2015-01-08,19.386,39
"249",2015-01-15,23.599,28
"250",2015-01-21,25.568,24
"251",2015-01-29,25.014,26
"252",2015-02-04,25.263,25
"253",2015-02-11,26.544,23
"254",2015-02-18,25.358,22
"255",2015-02-25,17.505,41
"256",2015-03-06,20.197,37
"257",2015-03-11,18.044,43
"258",2015-03-14,13.064,180
"259",2015-03-19,14.488,90
"260",2015-03-26,14.24,164
"261",2015-04-01,16.144,75
"262",2015-04-14,22.483,40
"263",2015-04-22,21.2,48
"264",2015-04-29,24.998,38
"265",2015-05-08,20.7475,48
"266",2015-05-11,13.222,178
"267",2015-05-24,5.781,930
"268",2015-06-01,13.459,311
"269",2015-06-19,6.975,552
