"","Date","concentrations.Cl","Flow"
"222",2014-04-04,11.752,1250
"223",2014-04-08,9.93,1270
"224",2014-04-15,12.951,598
"225",2014-04-24,15.23,397
"226",2014-04-29,16.5825,376
"227",2014-05-09,15.014,1010
"228",2014-05-13,11.007,1480
"229",2014-05-15,11.668,1000
"230",2014-05-21,13.561,399
"231",2014-05-29,17.011,315
"232",2014-06-03,18.207,514
"233",2014-06-16,17.979,415
"234",2014-07-02,15.523,262
"235",2014-07-07,17.946,200
"236",2014-07-22,21.641,165
"237",2014-07-31,21.96,252
"238",2014-08-06,20.808,166
"239",2014-08-13,19.321,195
"240",2014-08-21,21.83,160
"241",2014-08-28,23.87,134
"242",2014-09-03,20.209,604
"243",2014-09-11,21.342,163
"244",2014-09-18,25.548,324
"245",2014-09-24,20.422,166
"246",2014-10-01,24.3,140
"247",2014-10-09,24.4125,141
"248",2014-10-10,7.582,1360
"249",2014-10-13,5.677,3230
"250",2014-10-23,15.043,328
"251",2014-10-29,16.732,264
"252",2014-11-06,16.95,430
"253",2014-11-13,18.736,221
"254",2014-11-19,19.252,199
"255",2014-12-02,18.105,219
"256",2014-12-11,18.187,290
"257",2014-12-17,14.14,568
"258",2015-01-05,12.993,658
"259",2015-01-08,14.971,424
"260",2015-01-15,17.094,305
"261",2015-01-21,18.058,265
"262",2015-01-29,19.679,238
"263",2015-02-04,19.052,262
"264",2015-02-11,19.798,230
"265",2015-02-18,20.3,230
"266",2015-02-25,20.451,375
"267",2015-03-05,21.483,815
"268",2015-03-11,18.137,1140
"269",2015-03-14,11.197,4350
"270",2015-03-19,12.616,1330
"271",2015-03-26,10.8145,2560
"272",2015-04-01,13.256,678
"273",2015-04-14,14.267,519
"274",2015-04-22,12.816,486
"275",2015-04-29,16.442,353
"276",2015-05-08,12.83,1790
"277",2015-05-11,4.889,7270
"278",2015-05-17,5.583,2610
"279",2015-05-24,4.249,8380
"280",2015-06-01,7.395,2210
"281",2015-06-20,3.397,6800
