"","Date","concentrations.NO3","Flow"
"164",2013-09-23,0.127,42
"165",2013-10-02,0.131,31
"166",2013-10-06,0.826,602
"167",2013-10-24,0.4415,61
"168",2013-10-30,0.346,60
"169",2013-11-06,0.518,110
"170",2013-11-13,0.527,131
"171",2013-11-22,0.9505,709
"172",2013-12-02,1.201,147
"173",2013-12-12,1.158,136
"174",2013-12-18,1.702,902
"175",2014-01-09,1.919,400
"176",2014-01-12,1.333,2080
"177",2014-01-22,1.702,365
"178",2014-01-28,1.647,233
"179",2014-02-06,1.56,173
"180",2014-02-12,1.499,142
"181",2014-02-21,1.041,187
"182",2014-02-25,0.922,156
"183",2014-03-07,1.101,241
"184",2014-03-11,1.169,842
"185",2014-03-17,1.229,7440
"186",2014-03-27,1.487,556
"187",2014-04-03,0.887,727
"188",2014-04-07,0.864,3330
"189",2014-04-14,1,972
"190",2014-04-22,0.611,476
"191",2014-04-28,0.629,376
"192",2014-05-13,0.617,326
"193",2014-05-14,0.63,649
"194",2014-05-20,0.284,428
"195",2014-05-28,0.413,176
"196",2014-06-02,0.399,308
"197",2014-06-10,0.623,1150
"198",2014-06-20,0.4075,143
"199",2014-07-01,0.264,256
"200",2014-07-09,0.183,85
"201",2014-07-23,0.164,62
"202",2014-07-29,0.085,41
"203",2014-08-05,0.132,48
"204",2014-08-12,0.117,38
"205",2014-08-19,0.072,32
"206",2014-08-27,0.126,26
"207",2014-09-04,0.191,41
"208",2014-09-10,0.139,23
"209",2014-09-17,0.069,37
"210",2014-09-24,0.0755,26
"211",2014-10-01,0.061,18
"212",2014-10-08,0.053,28
"213",2014-10-10,0.841,636
"214",2014-10-13,0.995,1520
"215",2014-10-14,0.78,3110
"216",2014-10-22,0.657,173
"217",2014-10-29,0.375,79
"218",2014-11-06,0.457,161
"219",2014-11-12,0.341,134
"220",2014-11-19,0.32,82
"221",2014-12-05,0.3465,104
"222",2014-12-10,0.577,227
"223",2014-12-17,0.69,509
"224",2015-01-05,0.855,1690
"225",2015-01-07,1.317,764
"226",2015-01-14,1.343,308
"227",2015-01-21,1.023,195
"228",2015-01-28,0.894,140
"229",2015-02-04,0.819,138
"230",2015-02-11,0.824,108
"231",2015-02-18,0.716,96
"232",2015-02-25,1.03,486
"233",2015-03-05,0.781,2140
"234",2015-03-11,0.922,2280
"235",2015-03-14,0.856,5720
"236",2015-03-19,1.324,1950
"237",2015-03-26,1.094,7260
"238",2015-04-01,1.331,1170
"239",2015-04-15,0.827,591
"240",2015-04-22,0.392,687
"241",2015-04-29,0.493,397
"242",2015-05-12,0.56,6680
"243",2015-05-18,0.516,4080
"244",2015-06-01,0.969,2400
"245",2015-06-20,0.426,6920
