Date,NO3,TN,SRP,TP,TSS,Cl,SO4
2014-12-17,2.225,2.34,0.032,0.052,0.2,7.47,24.831
2015-01-08,3.208,3.12,0.023,0.032,0.5,7.448,21.589
2015-01-15,2.934,3.06,0.017,0.024,1.3,9.436,23.588
2015-01-21,2.57,2.51,0.006,0.028,0.9,8.579,24.049
2015-01-29,2.205,2.25,0.011,0.022,2.1,8.725,25.881
2015-02-04,2.09,2.01,0.009,0.012,0.7,8.856,29.467
2015-02-11,1.983,1.9,0.012,0.028,0,9.455,28.664
2015-02-18,1.685,1.82,0.011,0.022,0.9,9.86,26.589
2015-02-25,1.327,1.45,0.01,0.028,2.5,8.881,29.687
2015-03-05,1.642,1.93,0.017,0.062,1.9,6.703,22.586
2015-03-11,1.747,1.95,0.02,0.06,3.3,5.952,19.233
2015-03-14,1.385,2.26,0.117,0.31,48.9,3.547,11.051
2015-03-19,2.21,2.365,0.037,0.073,1.9,5.3705,16.703
2015-03-26,1.059,1.84,0.081,0.218,25.3,4.175,12.97
2015-04-01,2.03,2.02,0.017,0.048,1,6.28,18.378
2015-04-14,1.373,1.73,0.028,0.074,7.5,6.411,20.018
2015-04-22,1.203,1.41,0.022,0.062,1.5,5.745,19.843
2015-04-29,1.392,1.55,0.022,0.034,2.3,6.771,21.28
2015-05-08,0.802,1.6,0.086,0.21,19.1,3.103,11.829
2015-05-11,0.621,1.32,0.143,0.31,54.2,2.047,7.282
2015-05-24,0.452,1.57,0.193,0.542,171.2,1.64,5.213
2015-06-01,2.165,2.24,0.045,0.068,2.4,4.739,13.837
2015-06-19,0.8525,1.395,0.109,0.249,41.35,2.1785,6.8165
