"","Date","concentrations.Cl","Flow"
"247",2014-11-13,9.651,5.3
"248",2014-11-19,9.869,4.2
"249",2014-12-03,10.182,6.4
"250",2014-12-11,9.612,18
"251",2014-12-17,7.47,49
"252",2015-01-08,7.448,29
"253",2015-01-15,9.436,19
"254",2015-01-21,8.579,14
"255",2015-01-29,8.725,10
"256",2015-02-04,8.856,12
"257",2015-02-11,9.455,8.6
"258",2015-02-18,9.86,9.4
"259",2015-02-25,8.881,15
"260",2015-03-05,6.703,69
"261",2015-03-11,5.952,74
"262",2015-03-14,3.547,497
"263",2015-03-19,5.3705,94
"264",2015-03-26,4.175,203
"265",2015-04-01,6.28,35
"266",2015-04-14,6.411,54
"267",2015-04-22,5.745,31
"268",2015-04-29,6.771,19
"269",2015-05-08,3.103,247
"270",2015-05-11,2.047,765
"271",2015-05-24,1.64,1630
"272",2015-06-01,4.739,121
"273",2015-06-19,2.1785,1300
